"pinName","manufacturer","date","Type","estimatedValue","cabinet","displayType","url","rating","ratingsCount.href","ratingsCount.text","makeAndYear","index","gameDesign","artwork","sound","otherRating","staffRating","lowValue","highValue","avgValue","staffValue","age","nameLink"
"Medieval Madness","Williams Electronic Games, Inc.",1997,"Type Solid state","$7950 - $9250","Normal","Dot Matrix","https://pinside.com/pinball/archive/medieval-madness",8.858,"https://pinside.com/pinball/archive/medieval-madness/ratings","1634 ratings","Williams, 1997",1,9.024,8.735,8.406,8.942,9.172,7950,9250,8600,937.636284343655,19,"<a href=""https://pinside.com/pinball/archive/medieval-madness""target = _blank>Medieval Madness</a>"
"Twilight Zone","Bally Manufacturing Co.",1993,"Type Solid state","$5360 - $6240","Wide body","Dot Matrix","https://pinside.com/pinball/archive/twilight-zone",8.787,"https://pinside.com/pinball/archive/twilight-zone/ratings","1677 ratings","Bally, 1993",2,8.903,8.793,8.359,8.846,8.731,5360,6240,5800,664.299622036422,23,"<a href=""https://pinside.com/pinball/archive/twilight-zone""target = _blank>Twilight Zone</a>"
"Attack from Mars","Bally Manufacturing Co.",1995,"Type Solid state","$7120 - $8280","Normal","Dot Matrix","https://pinside.com/pinball/archive/attack-from-mars",8.714,"https://pinside.com/pinball/archive/attack-from-mars/ratings","1299 ratings","Bally, 1995",3,8.781,8.547,8.405,8.908,9.145,7120,8280,7700,841.990158556588,21,"<a href=""https://pinside.com/pinball/archive/attack-from-mars""target = _blank>Attack from Mars</a>"
"Monster Bash","Williams Electronic Games, Inc.",1998,"Type Solid state","$8140 - $9460","Normal","Dot Matrix","https://pinside.com/pinball/archive/monster-bash",8.71,"https://pinside.com/pinball/archive/monster-bash/ratings","1142 ratings","Williams, 1998",4,8.747,8.815,8.419,8.658,9.185,8140,9460,8800,958.083832335329,18,"<a href=""https://pinside.com/pinball/archive/monster-bash""target = _blank>Monster Bash</a>"
"Lord of the Rings","Stern Pinball, Inc.",2003,"Type Solid state","$5090 - $5910","Normal","Dot Matrix","https://pinside.com/pinball/archive/lord-of-the-rings",8.579,"https://pinside.com/pinball/archive/lord-of-the-rings/ratings","1420 ratings","Stern, 2003",5,8.732,8.339,8.3,8.658,9.29,5090,5910,5500,592.034445640474,13,"<a href=""https://pinside.com/pinball/archive/lord-of-the-rings""target = _blank>Lord of the Rings</a>"
"The Addams Family","Bally Manufacturing Co.",1992,"Type Solid state","$5180 - $6020","Normal","Dot Matrix","https://pinside.com/pinball/archive/addams-family",8.559,"https://pinside.com/pinball/archive/addams-family/ratings","1494 ratings","Bally, 1992",6,8.609,8.438,8.271,8.634,8.648,5180,6020,5600,647.548566142461,24,"<a href=""https://pinside.com/pinball/archive/addams-family""target = _blank>The Addams Family</a>"
"Indiana Jones: The Pinball Adventure","Williams Electronic Games, Inc.",1993,"Type Solid state","$4990 - $5810","Wide body","Dot Matrix","https://pinside.com/pinball/archive/indiana-jones",8.473,"https://pinside.com/pinball/archive/indiana-jones/ratings","1098 ratings","Williams, 1993",7,8.381,8.455,8.307,8.527,8.479,4990,5810,5400,636.867555136219,23,"<a href=""https://pinside.com/pinball/archive/indiana-jones""target = _blank>Indiana Jones: The Pinball Adventure</a>"
"AC/DC (Premium/LE)","Stern Pinball, Inc.",2012,"Type Solid state","$6570 - $7630","Normal","Dot Matrix","https://pinside.com/pinball/archive/ac-dc-(le)",8.452,"https://pinside.com/pinball/archive/ac-dc-(le)/ratings","881 ratings","Stern, 2012",8,8.515,7.695,8.752,8.572,8.401,6570,7630,7100,845.137483632901,4,"<a href=""https://pinside.com/pinball/archive/ac-dc-(le)""target = _blank>AC/DC (Premium/LE)</a>"
"Metallica (Premium/LE)","Stern Pinball, Inc.",2013,"Type Solid state","$7210 - $8390","Normal","Dot Matrix","https://pinside.com/pinball/archive/metallica-le",8.449,"https://pinside.com/pinball/archive/metallica-le/ratings","485 ratings","Stern, 2013",9,8.338,8.549,8.295,8.446,8.832,7210,8390,7800,883.152173913043,3,"<a href=""https://pinside.com/pinball/archive/metallica-le""target = _blank>Metallica (Premium/LE)</a>"
"Scared Stiff","Bally Manufacturing Co.",1996,"Type Solid state","$5090 - $5910","Normal","Dot Matrix","https://pinside.com/pinball/archive/scared-stiff",8.435,"https://pinside.com/pinball/archive/scared-stiff/ratings","937 ratings","Bally, 1996",10,8.333,8.719,8.068,8.41,8.472,5090,5910,5500,649.197355996223,20,"<a href=""https://pinside.com/pinball/archive/scared-stiff""target = _blank>Scared Stiff</a>"
"Metallica (Pro)","Stern Pinball, Inc.",2013,"Type Solid state","$4440 - $5160","Normal","Dot Matrix","https://pinside.com/pinball/archive/metallica",8.431,"https://pinside.com/pinball/archive/metallica/ratings","428 ratings","Stern, 2013",11,8.312,8.471,8.083,8.4,8.779,4440,5160,4800,546.759311994532,3,"<a href=""https://pinside.com/pinball/archive/metallica""target = _blank>Metallica (Pro)</a>"
"Theatre of Magic","Bally Manufacturing Co.",1995,"Type Solid state","$4720 - $5480","Normal","Dot Matrix","https://pinside.com/pinball/archive/theatre-of-magic",8.426,"https://pinside.com/pinball/archive/theatre-of-magic/ratings","1196 ratings","Bally, 1995",12,8.557,8.57,7.973,8.446,8.311,4720,5480,5100,613.644567440741,21,"<a href=""https://pinside.com/pinball/archive/theatre-of-magic""target = _blank>Theatre of Magic</a>"
"Tales of the Arabian Nights","Williams Electronic Games, Inc.",1996,"Type Solid state","$6100 - $7100","Normal","Dot Matrix","https://pinside.com/pinball/archive/tales-of-the-arabian-nights",8.426,"https://pinside.com/pinball/archive/tales-of-the-arabian-nights/ratings","1015 ratings","Williams, 1996",13,8.338,8.722,8.133,8.38,8.966,6100,7100,6600,736.114209234887,20,"<a href=""https://pinside.com/pinball/archive/tales-of-the-arabian-nights""target = _blank>Tales of the Arabian Nights</a>"
"Spider-Man","Stern Pinball, Inc.",2007,"Type Solid state","$4900 - $5700","Normal","Dot Matrix","https://pinside.com/pinball/archive/spiderman",8.421,"https://pinside.com/pinball/archive/spiderman/ratings","926 ratings","Stern, 2007",14,8.655,8.092,7.98,8.614,9.124,4900,5700,5300,580.885576501534,9,"<a href=""https://pinside.com/pinball/archive/spiderman""target = _blank>Spider-Man</a>"
"Star Trek: The Next Generation","Williams Electronic Games, Inc.",1993,"Type Solid state","$4070 - $4730","Wide body","Dot Matrix","https://pinside.com/pinball/archive/star-trek-the-next-generation",8.41,"https://pinside.com/pinball/archive/star-trek-the-next-generation/ratings","1044 ratings","Williams, 1993",15,8.491,8.083,8.364,8.422,8.389,4070,4730,4400,524.496364286566,23,"<a href=""https://pinside.com/pinball/archive/star-trek-the-next-generation""target = _blank>Star Trek: The Next Generation</a>"
"Star Trek LE / Premium","Stern Pinball, Inc.",2013,"Type Solid state","$6940 - $8060","Normal","Dot Matrix","https://pinside.com/pinball/archive/star_trek_le",8.354,"https://pinside.com/pinball/archive/star_trek_le/ratings","445 ratings","Stern, 2013",16,8.387,7.976,8.012,8.638,8.535,6940,8060,7500,878.734622144112,3,"<a href=""https://pinside.com/pinball/archive/star_trek_le""target = _blank>Star Trek LE / Premium</a>"
"Cirqus Voltaire","Bally Manufacturing Co.",1997,"Type Solid state","$6470 - $7530","Normal","Dot Matrix","https://pinside.com/pinball/archive/cirqus-voltaire",8.335,"https://pinside.com/pinball/archive/cirqus-voltaire/ratings","830 ratings","Bally, 1997",17,8.301,8.668,7.832,8.278,8.52,6470,7530,7000,821.596244131455,19,"<a href=""https://pinside.com/pinball/archive/cirqus-voltaire""target = _blank>Cirqus Voltaire</a>"
"White Water","Williams Electronic Games, Inc.",1993,"Type Solid state","$3700 - $4300","Normal","Dot Matrix","https://pinside.com/pinball/archive/white-water",8.277,"https://pinside.com/pinball/archive/white-water/ratings","984 ratings","Williams, 1993",18,8.497,8.228,7.522,8.547,7.912,3700,4300,4000,505.561172901921,23,"<a href=""https://pinside.com/pinball/archive/white-water""target = _blank>White Water</a>"
"Wizard of Oz","Jersey Jack Pinball",2013,"Type Solid state","$6940 - $8060","Wide body","Tv Screen","https://pinside.com/pinball/archive/wizard-of-oz",8.26,"https://pinside.com/pinball/archive/wizard-of-oz/ratings","646 ratings","Jersey Jack Pinball, 2013",19,8.125,8.883,7.882,8.014,7.991,6940,8060,7500,938.55587535978,3,"<a href=""https://pinside.com/pinball/archive/wizard-of-oz""target = _blank>Wizard of Oz</a>"
"Star Trek (Pro)","Stern Pinball, Inc.",2013,"Type Solid state","$4160 - $4840","Normal","Dot Matrix","https://pinside.com/pinball/archive/star_trek",8.25,"https://pinside.com/pinball/archive/star_trek/ratings","315 ratings","Stern, 2013",20,8.31,7.506,7.973,8.538,8.729,4160,4840,4500,515.522969412304,3,"<a href=""https://pinside.com/pinball/archive/star_trek""target = _blank>Star Trek (Pro)</a>"
"The Simpsons Pinball Party","Stern Pinball, Inc.",2003,"Type Solid state","$4160 - $4840","Normal","Dot Matrix","https://pinside.com/pinball/archive/simpsons-pinball-party",8.241,"https://pinside.com/pinball/archive/simpsons-pinball-party/ratings","904 ratings","Stern, 2003",21,8.313,8.255,7.881,8.366,8.836,4160,4840,4500,509.280217292893,13,"<a href=""https://pinside.com/pinball/archive/simpsons-pinball-party""target = _blank>The Simpsons Pinball Party</a>"
"TRON: Legacy (Pro)","Stern Pinball, Inc.",2011,"Type Solid state","$5460 - $6340","Normal","Dot Matrix","https://pinside.com/pinball/archive/tron",8.233,"https://pinside.com/pinball/archive/tron/ratings","604 ratings","Stern, 2011",22,8.083,8.045,8.187,8.274,8.499,5460,6340,5900,694.199317566772,5,"<a href=""https://pinside.com/pinball/archive/tron""target = _blank>TRON: Legacy (Pro)</a>"
"TRON: Legacy (LE)","Stern Pinball, Inc.",2011,"Type Solid state","$9250 - $10750","Normal","Dot Matrix","https://pinside.com/pinball/archive/tron-(le)",8.232,"https://pinside.com/pinball/archive/tron-(le)/ratings","337 ratings","Stern, 2011",23,8.065,8.016,8.108,8.342,9.023,9250,10750,10000,1108.27884295689,5,"<a href=""https://pinside.com/pinball/archive/tron-(le)""target = _blank>TRON: Legacy (LE)</a>"
"Creature from the Black Lagoon","Bally Manufacturing Co.",1992,"Type Solid state","$3880 - $4520","Normal","Dot Matrix","https://pinside.com/pinball/archive/creature-from-the-black-lagoon",8.231,"https://pinside.com/pinball/archive/creature-from-the-black-lagoon/ratings","907 ratings","Bally, 1992",24,8.02,8.727,7.789,8.239,7.857,3880,4520,4200,534.555173730431,24,"<a href=""https://pinside.com/pinball/archive/creature-from-the-black-lagoon""target = _blank>Creature from the Black Lagoon</a>"
"FunHouse","Williams Electronic Games, Inc.",1990,"Type Solid state","$3420 - $3980","Normal","Alphanumeric","https://pinside.com/pinball/archive/funhouse",8.214,"https://pinside.com/pinball/archive/funhouse/ratings","912 ratings","Williams, 1990",25,8.373,8.065,7.58,8.392,8.028,3420,3980,3700,460.886895864474,26,"<a href=""https://pinside.com/pinball/archive/funhouse""target = _blank>FunHouse</a>"
"The Walking Dead (Prem/LE)","Stern Pinball, Inc.",2014,"Type Solid state","$6660 - $7740","Normal","Dot Matrix","https://pinside.com/pinball/archive/the_walking_dead_le",8.158,"https://pinside.com/pinball/archive/the_walking_dead_le/ratings","202 ratings","Stern, 2014",26,8.022,8.268,7.769,8.334,8.476,6660,7740,7200,849.457291175082,2,"<a href=""https://pinside.com/pinball/archive/the_walking_dead_le""target = _blank>The Walking Dead (Prem/LE)</a>"
"Cactus Canyon","Bally Manufacturing Co.",1998,"Type Solid state","$9710 - $11290","Normal","Dot Matrix","https://pinside.com/pinball/archive/cactus-canyon",8.136,"https://pinside.com/pinball/archive/cactus-canyon/ratings","428 ratings","Bally, 1998",27,8.125,8.252,7.635,8.181,8.4,9710,11290,10500,1250,18,"<a href=""https://pinside.com/pinball/archive/cactus-canyon""target = _blank>Cactus Canyon</a>"
"The Shadow","Bally Manufacturing Co.",1994,"Type Solid state","$2770 - $3230","Normal","Dot Matrix","https://pinside.com/pinball/archive/shadow",8.132,"https://pinside.com/pinball/archive/shadow/ratings","609 ratings","Bally, 1994",28,8.601,7.306,7.922,8.209,8.44,2770,3230,3000,355.450236966825,22,"<a href=""https://pinside.com/pinball/archive/shadow""target = _blank>The Shadow</a>"
"The Addams Family Gold (Special Collectors Edition)","Bally Manufacturing Co.",1994,"Type Solid state","$9710 - $11290","Normal","Dot Matrix","https://pinside.com/pinball/archive/addams-family-gold-special-collectors-edition",8.118,"https://pinside.com/pinball/archive/addams-family-gold-special-collectors-edition/ratings","179 ratings","Bally, 1994",29,8.275,8.001,7.768,8.264,7.857,9710,11290,10500,1336.38793432608,22,"<a href=""https://pinside.com/pinball/archive/addams-family-gold-special-collectors-edition""target = _blank>The Addams Family Gold (Special Collectors Edition)</a>"
"Lord of the Rings Limited Edition","Stern Pinball, Inc.",2009,"Type Solid state","$6470 - $7530","Normal","Dot Matrix","https://pinside.com/pinball/archive/lord-of-the-rings-(le)",8.091,"https://pinside.com/pinball/archive/lord-of-the-rings-(le)/ratings","51 ratings","Stern, 2009",30,8.459,7.735,7.924,8.392,9.62,6470,7530,7000,727.650727650728,7,"<a href=""https://pinside.com/pinball/archive/lord-of-the-rings-(le)""target = _blank>Lord of the Rings Limited Edition</a>"
"Iron Man","Stern Pinball, Inc.",2010,"Type Solid state","$4440 - $5160","Normal","Dot Matrix","https://pinside.com/pinball/archive/iron-man",8.087,"https://pinside.com/pinball/archive/iron-man/ratings","625 ratings","Stern, 2010",31,8.056,7.727,7.889,8.258,8.579,4440,5160,4800,559.505769903252,6,"<a href=""https://pinside.com/pinball/archive/iron-man""target = _blank>Iron Man</a>"
"Bram Stoker's Dracula","Williams Electronic Games, Inc.",1993,"Type Solid state","$2590 - $3010","Normal","Dot Matrix","https://pinside.com/pinball/archive/bram-stokers-dracula",8.035,"https://pinside.com/pinball/archive/bram-stokers-dracula/ratings","688 ratings","Williams, 1993",32,8.071,7.713,7.786,8.164,7.803,2590,3010,2800,358.836344995515,23,"<a href=""https://pinside.com/pinball/archive/bram-stokers-dracula""target = _blank>Bram Stoker's Dracula</a>"
"No Good Gofers","Williams Electronic Games, Inc.",1997,"Type Solid state","$3240 - $3760","Normal","Dot Matrix","https://pinside.com/pinball/archive/no-good-gofers",8.033,"https://pinside.com/pinball/archive/no-good-gofers/ratings","501 ratings","Williams, 1997",33,8.111,7.931,7.599,8.109,7.534,3240,3760,3500,464.560658348819,19,"<a href=""https://pinside.com/pinball/archive/no-good-gofers""target = _blank>No Good Gofers</a>"
"Whirlwind","Williams Electronic Games, Inc.",1990,"Type Solid state","$2130 - $2470","Normal","Alphanumeric","https://pinside.com/pinball/archive/whirlwind",7.996,"https://pinside.com/pinball/archive/whirlwind/ratings","604 ratings","Williams, 1990",34,8.155,7.813,7.271,8.25,7.883,2130,2470,2300,291.767093746036,26,"<a href=""https://pinside.com/pinball/archive/whirlwind""target = _blank>Whirlwind</a>"
"The Getaway: High Speed II","Williams Electronic Games, Inc.",1992,"Type Solid state","$2130 - $2470","Normal","Dot Matrix","https://pinside.com/pinball/archive/getaway-high-speed-ii",7.966,"https://pinside.com/pinball/archive/getaway-high-speed-ii/ratings","634 ratings","Williams, 1992",35,8.144,7.487,7.673,8.147,7.43,2130,2470,2300,309.555854643338,24,"<a href=""https://pinside.com/pinball/archive/getaway-high-speed-ii""target = _blank>The Getaway: High Speed II</a>"
"Pinball Magic","Capcom Coin-Op, Inc.",1995,"Type Solid state","$3240 - $3760","Custom shape","Dot Matrix","https://pinside.com/pinball/archive/pinball-magic",7.956,"https://pinside.com/pinball/archive/pinball-magic/ratings","192 ratings","Capcom, 1995",36,8.118,7.774,7.462,8.171,7.3,3240,3760,3500,479.452054794521,21,"<a href=""https://pinside.com/pinball/archive/pinball-magic""target = _blank>Pinball Magic</a>"
"Revenge From Mars","Bally Manufacturing Co.",1999,"Type Solid state","$2770 - $3230","Pinball 2000","Tv Screen","https://pinside.com/pinball/archive/revenge-from-mars",7.946,"https://pinside.com/pinball/archive/revenge-from-mars/ratings","646 ratings","Bally, 1999",37,7.65,8.242,8.033,7.746,8.367,2770,3230,3000,358.551452133381,17,"<a href=""https://pinside.com/pinball/archive/revenge-from-mars""target = _blank>Revenge From Mars</a>"
"Fish Tales","Williams Electronic Games, Inc.",1992,"Type Solid state","$2310 - $2690","Normal","Dot Matrix","https://pinside.com/pinball/archive/fish-tales",7.939,"https://pinside.com/pinball/archive/fish-tales/ratings","813 ratings","Williams, 1992",38,7.953,8.218,7.254,8.018,7.288,2310,2690,2500,343.029637760702,24,"<a href=""https://pinside.com/pinball/archive/fish-tales""target = _blank>Fish Tales</a>"
"Pirates of the Caribbean","Stern Pinball, Inc.",2006,"Type Solid state","$4440 - $5160","Normal","Dot Matrix","https://pinside.com/pinball/archive/pirates-of-the-caribbean",7.933,"https://pinside.com/pinball/archive/pirates-of-the-caribbean/ratings","629 ratings","Stern, 2006",39,7.964,7.879,7.493,8.036,8.196,4440,5160,4800,585.651537335286,10,"<a href=""https://pinside.com/pinball/archive/pirates-of-the-caribbean""target = _blank>Pirates of the Caribbean</a>"
"Guns N' Roses","Data East USA, Inc.",1994,"Type Solid state","$5090 - $5910","Wide body","Dot Matrix","https://pinside.com/pinball/archive/guns-n-roses",7.919,"https://pinside.com/pinball/archive/guns-n-roses/ratings","425 ratings","Data East, 1994",40,7.775,7.792,8.005,7.912,7.929,5090,5910,5500,693.656198764031,22,"<a href=""https://pinside.com/pinball/archive/guns-n-roses""target = _blank>Guns N' Roses</a>"
"Elvira and the Party Monsters","Bally Manufacturing Co.",1989,"Type Solid state","$2130 - $2470","Normal","Alphanumeric","https://pinside.com/pinball/archive/elvira-and-the-party-monsters",7.917,"https://pinside.com/pinball/archive/elvira-and-the-party-monsters/ratings","331 ratings","Bally, 1989",41,7.76,8.26,7.45,8.009,8.246,2130,2470,2300,278.923114237206,27,"<a href=""https://pinside.com/pinball/archive/elvira-and-the-party-monsters""target = _blank>Elvira and the Party Monsters</a>"
"Judge Dredd","Bally Manufacturing Co.",1993,"Type Solid state","$2030 - $2370","Wide body","Dot Matrix","https://pinside.com/pinball/archive/judge-dredd",7.916,"https://pinside.com/pinball/archive/judge-dredd/ratings","473 ratings","Bally, 1993",42,7.908,8.171,7.586,7.808,7.965,2030,2370,2200,276.208411801632,23,"<a href=""https://pinside.com/pinball/archive/judge-dredd""target = _blank>Judge Dredd</a>"
"X-Men (LE)","Stern Pinball, Inc.",2012,"Type Solid state","$5090 - $5910","Normal","Dot Matrix","https://pinside.com/pinball/archive/x-men-le",7.911,"https://pinside.com/pinball/archive/x-men-le/ratings","331 ratings","Stern, 2012",43,7.656,8.481,7.288,8.002,8.778,5090,5910,5500,626.5664160401,4,"<a href=""https://pinside.com/pinball/archive/x-men-le""target = _blank>X-Men (LE)</a>"
"Congo","Williams Electronic Games, Inc.",1995,"Type Solid state","$3140 - $3660","Normal","Dot Matrix","https://pinside.com/pinball/archive/congo",7.899,"https://pinside.com/pinball/archive/congo/ratings","345 ratings","Williams, 1995",44,8.165,7.464,7.43,7.943,7.872,3140,3660,3400,431.910569105691,21,"<a href=""https://pinside.com/pinball/archive/congo""target = _blank>Congo</a>"
"Big Bang Bar","Capcom Coin-Op, Inc.",1996,"Type Solid state","$16650 - $19350","Normal","Dot Matrix","https://pinside.com/pinball/archive/big-bang-bar",7.897,"https://pinside.com/pinball/archive/big-bang-bar/ratings","212 ratings","Capcom, 1996",45,7.704,8.359,7.336,7.845,8.654,16650,19350,18000,2079.96302287959,20,"<a href=""https://pinside.com/pinball/archive/big-bang-bar""target = _blank>Big Bang Bar</a>"
"Indianapolis 500","Bally Manufacturing Co.",1995,"Type Solid state","$2960 - $3440","Normal","Dot Matrix","https://pinside.com/pinball/archive/indianapolis-500",7.892,"https://pinside.com/pinball/archive/indianapolis-500/ratings","221 ratings","Bally, 1995",46,8.135,7.663,7.56,8.04,7.48,2960,3440,3200,427.807486631016,21,"<a href=""https://pinside.com/pinball/archive/indianapolis-500""target = _blank>Indianapolis 500</a>"
"Full Throttle","Heighway Pinball",2015,"Type Solid state","$7000 - $8000","Unknown","Wide body","https://pinside.com/pinball/archive/full-throttle",7.892,"https://pinside.com/pinball/archive/full-throttle/ratings","21 ratings","Heighway Pinball, 2015",47,8.141,7.045,7.787,8.164,8.438,7000,8000,7500,888.83621711306,1,"<a href=""https://pinside.com/pinball/archive/full-throttle""target = _blank>Full Throttle</a>"
"Game of Thrones (Premium/LE)","Stern Pinball, Inc.",2015,"Type Solid state","$6660 - $7740","Normal","Dot Matrix","https://pinside.com/pinball/archive/game-of-thrones-le",7.89,"https://pinside.com/pinball/archive/game-of-thrones-le/ratings","56 ratings","Stern, 2015",48,7.957,7.094,7.741,8.184,7.64,6660,7740,7200,942.408376963351,1,"<a href=""https://pinside.com/pinball/archive/game-of-thrones-le""target = _blank>Game of Thrones (Premium/LE)</a>"
"Road Show","Williams Electronic Games, Inc.",1994,"Type Solid state","$2590 - $3010","Wide body","Dot Matrix","https://pinside.com/pinball/archive/road-show-red-and-teds",7.887,"https://pinside.com/pinball/archive/road-show-red-and-teds/ratings","580 ratings","Williams, 1994",49,8.105,7.763,7.377,7.874,7.228,2590,3010,2800,387.382401770891,22,"<a href=""https://pinside.com/pinball/archive/road-show-red-and-teds""target = _blank>Road Show</a>"
"World Cup Soccer","Bally Manufacturing Co.",1994,"Type Solid state","$2220 - $2580","Normal","Dot Matrix","https://pinside.com/pinball/archive/world-cup-soccer",7.882,"https://pinside.com/pinball/archive/world-cup-soccer/ratings","567 ratings","Bally, 1994",50,8.163,7.27,7.471,8.086,7.725,2220,2580,2400,310.679611650485,22,"<a href=""https://pinside.com/pinball/archive/world-cup-soccer""target = _blank>World Cup Soccer</a>"
